id,EAP,HPL,MWS
id02310,0.023670604452490807,0.0031796093098819256,0.9731497764587402
id24541,0.9988807439804077,0.0006985836662352085,0.0004206444136798382
id00134,0.0017677141586318612,0.9975960850715637,0.0006361854029819369
id27757,0.872622013092041,0.1251211166381836,0.0022568460553884506
id04081,0.7336266040802002,0.16212427616119385,0.10424907505512238
id27337,0.9965607523918152,0.002845446113497019,0.0005937274545431137
id24265,0.9582545161247253,0.026491597294807434,0.015253948979079723
id25917,0.006472890265285969,0.04294437915086746,0.9505826830863953
id04951,0.9988507032394409,0.00024776984355412424,0.0009014803217723966
id14549,0.9518693089485168,0.015052512288093567,0.033078208565711975
id22505,0.002861881162971258,0.001103716203942895,0.9960344433784485
id24002,0.0001925719261635095,0.9997336268424988,7.374330016318709e-05
id18982,0.0856836810708046,0.8806297183036804,0.03368660807609558
id15181,0.0011049651075154543,0.99870365858078,0.00019132009765598923
id21888,0.9365053176879883,0.011527718976140022,0.05196699500083923
id12035,0.01610587164759636,0.0007593483314849436,0.9831348657608032
id17991,0.3268923759460449,0.009796262718737125,0.6633113622665405
id10707,0.9992088079452515,0.0004397380689624697,0.00035144263529218733
id07101,0.5588404536247253,0.05571158602833748,0.3854479193687439
id00345,0.12836869060993195,0.863554835319519,0.008076437748968601
id05912,0.9683008193969727,0.005396767053753138,0.026302367448806763
id13443,0.9924128651618958,0.0021929084323346615,0.005394215229898691
id09248,0.2866216003894806,0.01905960775911808,0.6943187713623047
id17542,0.003957286011427641,0.9942881464958191,0.0017545759910717607
id06995,0.003470446215942502,8.965154847828671e-05,0.9964399337768555
id25159,0.6685574054718018,0.04355611279606819,0.28788650035858154
id25729,0.06868062913417816,0.9276937246322632,0.003625623881816864
id26949,0.9705566167831421,0.02480417676270008,0.004639278165996075
id27191,0.1360715925693512,0.003943230025470257,0.8599851727485657
id07668,0.522565484046936,0.0016294087981805205,0.4758051335811615
id02230,0.02009926177561283,0.5982139706611633,0.3816867768764496
id15553,0.9990494847297668,9.698070061858743e-05,0.0008535744855180383
id25688,0.0008718936587683856,0.9988934397697449,0.00023461920500267297
id17545,0.9974628686904907,0.00165051338262856,0.0008866593125276268
id13929,0.3514799177646637,0.1856890469789505,0.4628310203552246
id12880,0.07742378860712051,0.9127072095870972,0.009868932887911797
id19282,0.580602765083313,0.3329666554927826,0.08643054962158203
id14690,0.004774549510329962,0.001022924087010324,0.9942024946212769
id17975,0.001682796748355031,0.9973351359367371,0.0009820804698392749
id08037,0.9750989079475403,0.0006933316471986473,0.024207722395658493
id15412,0.013919433578848839,0.003947419114410877,0.9821330904960632
id25032,0.7185738682746887,0.03033752180635929,0.2510886788368225
id27165,0.9987591505050659,0.00045122354640625417,0.000789501063991338
id03327,0.9428095817565918,0.03195524215698242,0.025235187262296677
id18515,0.9799818992614746,0.0034837990533560514,0.016534317284822464
id21003,0.0802769586443901,0.004475993569940329,0.9152470827102661
id23855,0.0004603781853802502,0.9966753125190735,0.0028642851393669844
id20724,0.7408890724182129,0.18390114605426788,0.07520973682403564
id13303,0.7719563245773315,0.05276831239461899,0.17527534067630768
id16521,0.0007249279879033566,0.912314236164093,0.0869608148932457
id20775,0.9994247555732727,0.0001854469592217356,0.00038979051169008017
id13029,0.9985784292221069,0.0006851956713944674,0.0007363492622971535
id14660,0.5816135406494141,0.40504321455955505,0.013343272730708122
id11028,0.0013189067831262946,0.0004931689472869039,0.9981878995895386
id14180,0.9784936904907227,0.019601140171289444,0.0019051324343308806
id25860,0.9995994567871094,0.00010838640446309,0.00029221060685813427
id11910,0.4264947772026062,0.08319136500358582,0.490313857793808
id08065,0.23616810142993927,0.0039582634344697,0.7598735690116882
id22674,0.002537966938689351,0.0004081677761860192,0.9970538020133972
id25018,0.3924812972545624,0.012626389041543007,0.5948922634124756
id10892,0.0009060646407306194,0.9987750053405762,0.00031895149732008576
id10217,0.04325305297970772,0.9561086893081665,0.0006382124847732484
id12996,0.3547287583351135,0.023509137332439423,0.6217621564865112
id18262,0.7899794578552246,0.1922309547662735,0.01778963766992092
id08606,0.00013851940457243472,0.9997803568840027,8.108944894047454e-05
id17233,0.9571775197982788,0.002702226396650076,0.040120285004377365
id00101,0.6992588639259338,0.2660699486732483,0.034671228379011154
id12225,0.9752413034439087,0.013017332181334496,0.011741374619305134
id01364,0.0008340313797816634,0.9988561868667603,0.0003097621665801853
id24973,0.8184110522270203,0.009125547483563423,0.17246335744857788
id25363,0.9649685621261597,3.630868741311133e-05,0.03499507158994675
id10061,0.325564444065094,0.00786686223000288,0.6665686964988708
id17673,0.029531890526413918,0.939403235912323,0.031064879149198532
id13249,0.261627733707428,0.01766165904700756,0.7207106351852417
id10107,0.00666422676295042,0.004436885006725788,0.9888988733291626
id04403,0.9964576959609985,0.0001828830863814801,0.0033594712149351835
id25728,0.921650767326355,0.015038405545055866,0.06331083923578262
id16184,0.3461228013038635,0.09547819942235947,0.5583990216255188
id03438,0.008812290616333485,0.0008714201976545155,0.9903162717819214
id22923,0.0014716142322868109,0.9982748031616211,0.00025356104015372694
id08610,0.9981390833854675,0.001021161093376577,0.0008397044730372727
id25355,0.041087355464696884,0.0060662454925477505,0.9528464078903198
id16916,0.32008498907089233,0.6549259424209595,0.024989120662212372
id12793,0.003945228178054094,0.995772659778595,0.00028210459277033806
id11859,0.7661232948303223,0.006907714996486902,0.2269689291715622
id02434,0.9981290102005005,0.0012678476050496101,0.0006031868979334831
id27703,0.001627391786314547,0.00035250390646979213,0.9980200529098511
id25212,0.0028598117642104626,0.996507465839386,0.0006327088922262192
id11308,0.19037477672100067,0.03512122854590416,0.7745040059089661
id26094,0.9963226318359375,0.001537066651508212,0.0021402756683528423
id22080,0.9794095754623413,0.018650580197572708,0.0019398126751184464
id03545,0.998955249786377,0.000477138499263674,0.0005677285371348262
id23725,0.0004537541535682976,0.00021386696607805789,0.9993323087692261
id12009,0.7364988923072815,0.1260167956352234,0.1374843269586563
id24241,0.43903103470802307,0.1481860876083374,0.41278284788131714
id03596,0.00011168191122123972,0.9997779726982117,0.0001102937021641992
id10749,0.081769660115242,0.9000531435012817,0.018177174031734467
id22794,0.005634967237710953,0.004767201840877533,0.9895979166030884
id15482,0.02088947407901287,0.9489539265632629,0.030156616121530533
id04833,0.8587921261787415,0.115292988717556,0.025914913043379784
id00397,0.00590220233425498,0.0004550300072878599,0.9936428070068359
id14691,0.005535346455872059,0.0033873196225613356,0.9910773038864136
id05193,0.12215983867645264,0.0032752430997788906,0.8745649456977844
id19541,0.9866443872451782,0.00024043007579166442,0.013115236535668373
id22166,0.004834914114326239,0.0005060851108282804,0.9946590662002563
id20744,0.004410834982991219,0.0006438629934564233,0.9949453473091125
id10392,0.0010058062616735697,0.00021477273548953235,0.9987794160842896
id00770,0.9965847134590149,0.0016216803342103958,0.0017935510259121656
id06018,0.8938890695571899,0.07479678094387054,0.031314145773649216
id15678,0.6411206722259521,0.011742345057427883,0.3471370339393616
id08305,0.9554813504219055,0.03992786258459091,0.004590808413922787
id08903,0.3310222029685974,0.020259400829672813,0.6487183570861816
id14752,0.1551748812198639,0.8360621333122253,0.008763005957007408
id12468,0.0013507306575775146,0.9983789324760437,0.00027033750666305423
id05085,0.6404545903205872,0.34250608086586,0.017039312049746513
id21993,0.2646339237689972,0.0025352896191179752,0.732830822467804
id15503,0.908342719078064,0.035023584961891174,0.05663367360830307
id03021,0.0002404339174972847,0.9994972348213196,0.0002623437321744859
id16123,0.9926342964172363,0.005561291240155697,0.001804394880309701
id19383,0.9942502975463867,0.0029849230777472258,0.002764852251857519
id04186,0.9985224008560181,0.0012115424033254385,0.000266082031885162
id17954,0.0002905013388954103,0.00017417591880075634,0.9995353817939758
id12030,0.33568230271339417,0.027250099927186966,0.6370676159858704
id13020,0.9581781625747681,0.0334104523062706,0.008411400020122528
id25327,0.0024359591770917177,0.9943950772285461,0.003169039264321327
id16344,0.30691981315612793,0.2116243839263916,0.48145586252212524
id12303,0.05913306027650833,0.9296548962593079,0.011212003417313099
id15017,0.9995220303535461,0.00019382468599360436,0.0002841543755494058
id22308,0.34640341997146606,0.022913580760359764,0.6306830644607544
id06536,0.002248043194413185,0.00044549163430929184,0.9973064661026001
id19797,0.14688386023044586,0.7930718660354614,0.06004432961344719
id06332,0.8622525930404663,0.01759226806461811,0.12015509605407715
id22941,0.015827329829335213,0.018901843577623367,0.9652708172798157
id13547,0.018187329173088074,0.006241498049348593,0.9755711555480957
id06928,0.0021593491546809673,0.0005976774264127016,0.9972429275512695
id12521,0.9026309847831726,0.0300533976405859,0.06731559336185455
id25716,0.9909011125564575,0.0013478558976203203,0.0077510676346719265
id27116,0.0017324840882793069,0.00043584368540905416,0.9978316426277161
id19941,0.00855330005288124,0.9826329350471497,0.008813784457743168
id05711,0.0004857199382968247,0.00014073823695071042,0.9993735551834106
id02097,0.0005303985672071576,0.0004657492390833795,0.9990037679672241
id03563,0.0001852172426879406,0.9996557235717773,0.00015898654237389565
id02295,0.6800287365913391,0.27177613973617554,0.04819508269429207
id08179,0.9999054074287415,2.3047094146022573e-05,7.1586029662285e-05
id05332,0.02502160333096981,0.973028838634491,0.0019495623419061303
id15697,0.964259147644043,0.0023855380713939667,0.03335530683398247
