id,EAP,HPL,MWS
id02310,0.019099999219179153,0.002300000051036477,0.978600025177002
id24541,0.9986000061035156,0.0008999999845400453,0.0005000000237487257
id00134,0.0031999999191612005,0.9961000084877014,0.0007999999797903001
id27757,0.833299994468689,0.16300000250339508,0.003700000001117587
id04081,0.8899000287055969,0.07329999655485153,0.03680000081658363
id27337,0.9959999918937683,0.003000000026077032,0.0008999999845400453
id24265,0.9825000166893005,0.007000000216066837,0.010499999858438969
id25917,0.005499999970197678,0.10819999873638153,0.8863000273704529
id04951,0.9947999715805054,0.0012000000569969416,0.004000000189989805
id14549,0.939300000667572,0.016599999740719795,0.04410000145435333
id22505,0.005100000184029341,0.0026000000070780516,0.9922999739646912
id24002,0.0005000000237487257,0.9994000196456909,9.999999747378752e-05
id18982,0.10180000215768814,0.6693999767303467,0.2287999987602234
id15181,0.00139999995008111,0.9983000159263611,0.0003000000142492354
id21888,0.7930999994277954,0.01899999938905239,0.18799999356269836
id12035,0.02500000037252903,0.001500000013038516,0.9735000133514404
id17991,0.147599995136261,0.009700000286102295,0.8427000045776367
id10707,0.9980000257492065,0.0012000000569969416,0.0007999999797903001
id07101,0.666700005531311,0.04100000113248825,0.2924000024795532
id00345,0.23309999704360962,0.7508999705314636,0.01600000075995922
id05912,0.9854000210762024,0.0071000000461936,0.007600000128149986
id13443,0.9879999756813049,0.004399999976158142,0.007600000128149986
id09248,0.24539999663829803,0.023499999195337296,0.7311000227928162
id17542,0.02160000056028366,0.9718000292778015,0.006599999964237213
id06995,0.007899999618530273,0.000699999975040555,0.9914000034332275
id25159,0.7946000099182129,0.027499999850988388,0.1777999997138977
id25729,0.2985000014305115,0.6924999952316284,0.008999999612569809
id26949,0.9559999704360962,0.03180000185966492,0.012299999594688416
id27191,0.08060000091791153,0.006300000008195639,0.913100004196167
id07668,0.5547000169754028,0.004800000227987766,0.4404999911785126
id02230,0.06469999998807907,0.3531000018119812,0.5821999907493591
id15553,0.9986000061035156,0.0003000000142492354,0.0010999999940395355
id25688,0.0007999999797903001,0.9988999962806702,0.0003000000142492354
id17545,0.9957000017166138,0.0027000000700354576,0.0015999999595806003
id13929,0.34299999475479126,0.20759999752044678,0.44940000772476196
id12880,0.044199999421834946,0.941100001335144,0.014700000174343586
id19282,0.45730000734329224,0.48429998755455017,0.058400001376867294
id14690,0.0024999999441206455,0.0006000000284984708,0.9969000220298767
id17975,0.004699999932199717,0.9927999973297119,0.002400000113993883
id08037,0.9944000244140625,0.0012000000569969416,0.004399999976158142
id15412,0.01850000023841858,0.0019000000320374966,0.9794999957084656
id25032,0.8550000190734863,0.030500000342726707,0.1145000010728836
id27165,0.9965999722480774,0.0012000000569969416,0.002199999988079071
id03327,0.8744000196456909,0.05889999866485596,0.06669999659061432
id18515,0.9598000049591064,0.003700000001117587,0.0364999994635582
id21003,0.04820000007748604,0.01759999990463257,0.9341999888420105
id23855,0.000699999975040555,0.9926999807357788,0.006599999964237213
id20724,0.7023000121116638,0.1412999927997589,0.15639999508857727
id13303,0.7904000282287598,0.06069999933242798,0.14890000224113464
id16521,0.0013000000035390258,0.7037000060081482,0.29490000009536743
id20775,0.9991000294685364,0.0003000000142492354,0.0006000000284984708
id13029,0.9918000102043152,0.006200000178068876,0.0020000000949949026
